Title,Genre,Rating,Revenue (Millions),Metascore
Let Me Make You a Martyr,Action,6.4,47.985,56.0
Let Me Make You a Martyr,Crime,6.4,47.985,56.0
Let Me Make You a Martyr,Drama,6.4,47.985,56.0
Filth,Comedy,7.1,0.03,59.5
Filth,Crime,7.1,0.03,59.5
Filth,Drama,7.1,0.03,59.5
The Longest Ride,Drama,7.1,37.43,33.0
The Longest Ride,Romance,7.1,37.43,33.0
The imposible,Drama,7.6,19.0,73.0
The imposible,Thriller,7.6,19.0,73.0
Kick-Ass 2,Action,6.6,28.75,41.0
Kick-Ass 2,Comedy,6.6,28.75,41.0
Kick-Ass 2,Crime,6.6,28.75,41.0
Folk Hero & Funny Guy,Comedy,5.6,47.985,63.0
Oz the Great and Powerful,Adventure,6.3,234.9,44.0
Oz the Great and Powerful,Family,6.3,234.9,44.0
Oz the Great and Powerful,Fantasy,6.3,234.9,44.0
Brooklyn,Drama,7.5,38.32,87.0
Brooklyn,Romance,7.5,38.32,87.0
Coraline,Animation,7.7,75.28,80.0
Coraline,Family,7.7,75.28,80.0
Coraline,Fantasy,7.7,75.28,80.0
Blue Valentine,Drama,7.4,9.7,81.0
Blue Valentine,Romance,7.4,9.7,81.0
The Thinning,Thriller,6.0,47.985,31.0
Silent Hill,Adventure,6.6,46.98,59.5
Silent Hill,Horror,6.6,46.98,59.5
Silent Hill,Mystery,6.6,46.98,59.5
Dredd,Action,7.1,13.4,59.0
Dredd,Sci-Fi,7.1,13.4,59.0
Hunt for the Wilderpeople,Adventure,7.9,5.2,81.0
Hunt for the Wilderpeople,Comedy,7.9,5.2,81.0
Hunt for the Wilderpeople,Drama,7.9,5.2,81.0
Big Hero 6,Animation,7.8,222.49,74.0
Big Hero 6,Action,7.8,222.49,74.0
Big Hero 6,Adventure,7.8,222.49,74.0
Carrie,Drama,5.9,35.27,53.0
Carrie,Horror,5.9,35.27,53.0
Iron Man 2,Action,7.0,312.06,57.0
Iron Man 2,Adventure,7.0,312.06,57.0
Iron Man 2,Sci-Fi,7.0,312.06,57.0
Demolition,Comedy,7.0,1.82,49.0
Demolition,Drama,7.0,1.82,49.0
Pandorum,Action,6.8,10.33,28.0
Pandorum,Horror,6.8,10.33,28.0
Pandorum,Mystery,6.8,10.33,28.0
Olympus Has Fallen,Action,6.5,98.9,41.0
Olympus Has Fallen,Thriller,6.5,98.9,41.0
I Am Number Four,Action,6.1,55.09,36.0
I Am Number Four,Adventure,6.1,55.09,36.0
I Am Number Four,Sci-Fi,6.1,55.09,36.0
Jagten,Drama,8.3,0.61,76.0
The Proposal,Comedy,6.7,163.95,48.0
The Proposal,Drama,6.7,163.95,48.0
The Proposal,Romance,6.7,163.95,48.0
Get Hard,Comedy,6.0,90.35,34.0
Get Hard,Crime,6.0,90.35,34.0
Just Go with It,Comedy,6.4,103.03,33.0
Just Go with It,Romance,6.4,103.03,33.0
Revolutionary Road,Drama,7.3,22.88,69.0
Revolutionary Road,Romance,7.3,22.88,69.0
The Town,Crime,7.6,92.17,74.0
The Town,Drama,7.6,92.17,74.0
The Town,Thriller,7.6,92.17,74.0
The Boy,Horror,6.0,35.79,42.0
The Boy,Mystery,6.0,35.79,42.0
The Boy,Thriller,6.0,35.79,42.0
Denial,Biography,6.6,4.07,63.0
Denial,Drama,6.6,4.07,63.0
Predestination,Drama,7.5,47.985,69.0
Predestination,Mystery,7.5,47.985,69.0
Predestination,Sci-Fi,7.5,47.985,69.0
Goosebumps,Adventure,6.3,80.02,60.0
Goosebumps,Comedy,6.3,80.02,60.0
Goosebumps,Family,6.3,80.02,60.0
Sherlock Holmes: A Game of Shadows,Action,7.5,186.83,48.0
Sherlock Holmes: A Game of Shadows,Adventure,7.5,186.83,48.0
Sherlock Holmes: A Game of Shadows,Crime,7.5,186.83,48.0
Salt,Action,6.4,118.31,65.0
Salt,Crime,6.4,118.31,65.0
Salt,Mystery,6.4,118.31,65.0
Enemy,Mystery,6.9,1.01,61.0
Enemy,Thriller,6.9,1.01,61.0
District 9,Action,8.0,115.65,81.0
District 9,Sci-Fi,8.0,115.65,81.0
District 9,Thriller,8.0,115.65,81.0
The Other Guys,Action,6.7,119.22,64.0
The Other Guys,Comedy,6.7,119.22,64.0
The Other Guys,Crime,6.7,119.22,64.0
American Gangster,Biography,7.8,130.13,76.0
American Gangster,Crime,7.8,130.13,76.0
American Gangster,Drama,7.8,130.13,76.0
Marie Antoinette,Biography,6.4,15.96,65.0
Marie Antoinette,Drama,6.4,15.96,65.0
Marie Antoinette,History,6.4,15.96,65.0
2012,Action,5.8,166.11,49.0
2012,Adventure,5.8,166.11,49.0
2012,Sci-Fi,5.8,166.11,49.0
Harry Potter and the Half-Blood Prince,Adventure,7.5,301.96,78.0
Harry Potter and the Half-Blood Prince,Family,7.5,301.96,78.0
Harry Potter and the Half-Blood Prince,Fantasy,7.5,301.96,78.0
Argo,Biography,7.7,136.02,86.0
Argo,Drama,7.7,136.02,86.0
Argo,History,7.7,136.02,86.0
Eddie the Eagle,Biography,7.4,15.79,54.0
Eddie the Eagle,Comedy,7.4,15.79,54.0
Eddie the Eagle,Drama,7.4,15.79,54.0
The Lives of Others,Drama,8.5,11.28,89.0
The Lives of Others,Thriller,8.5,11.28,89.0
Pet,Horror,5.7,47.985,48.0
Pet,Thriller,5.7,47.985,48.0
Paint It Black,Drama,8.3,47.985,71.0
Macbeth,Drama,6.7,47.985,71.0
Macbeth,War,6.7,47.985,71.0
Forgetting Sarah Marshall,Comedy,7.2,62.88,67.0
Forgetting Sarah Marshall,Drama,7.2,62.88,67.0
Forgetting Sarah Marshall,Romance,7.2,62.88,67.0
The Giver,Drama,6.5,45.09,47.0
The Giver,Romance,6.5,45.09,47.0
The Giver,Sci-Fi,6.5,45.09,47.0
Triple 9,Action,6.3,12.63,52.0
Triple 9,Crime,6.3,12.63,52.0
Triple 9,Drama,6.3,12.63,52.0
Perfetti sconosciuti,Comedy,7.7,47.985,43.0
Perfetti sconosciuti,Drama,7.7,47.985,43.0
Angry Birds,Animation,6.3,107.51,59.5
Angry Birds,Action,6.3,107.51,59.5
Angry Birds,Adventure,6.3,107.51,59.5
Moonrise Kingdom,Adventure,7.8,45.51,84.0
Moonrise Kingdom,Comedy,7.8,45.51,84.0
Moonrise Kingdom,Drama,7.8,45.51,84.0
Hairspray,Comedy,6.7,118.82,81.0
Hairspray,Drama,6.7,118.82,81.0
Hairspray,Family,6.7,118.82,81.0
Safe Haven,Drama,6.7,71.35,34.0
Safe Haven,Romance,6.7,71.35,34.0
Safe Haven,Thriller,6.7,71.35,34.0
Focus,Comedy,6.6,53.85,56.0
Focus,Crime,6.6,53.85,56.0
Focus,Drama,6.6,53.85,56.0
Ratatouille,Animation,8.0,206.44,96.0
Ratatouille,Comedy,8.0,206.44,96.0
Ratatouille,Family,8.0,206.44,96.0
Stake Land,Drama,6.5,0.02,66.0
Stake Land,Horror,6.5,0.02,66.0
Stake Land,Sci-Fi,6.5,0.02,66.0
The Book of Eli,Action,6.9,94.82,53.0
The Book of Eli,Adventure,6.9,94.82,53.0
The Book of Eli,Drama,6.9,94.82,53.0
Cloverfield,Action,7.0,80.03,64.0
Cloverfield,Horror,7.0,80.03,64.0
Cloverfield,Sci-Fi,7.0,80.03,64.0
Point Break,Action,5.3,28.77,34.0
Point Break,Crime,5.3,28.77,34.0
Point Break,Sport,5.3,28.77,34.0
Under the Skin,Drama,6.3,2.61,78.0
Under the Skin,Horror,6.3,2.61,78.0
Under the Skin,Sci-Fi,6.3,2.61,78.0
I Am Legend,Drama,7.2,256.39,65.0
I Am Legend,Horror,7.2,256.39,65.0
I Am Legend,Sci-Fi,7.2,256.39,65.0
Men in Black 3,Action,6.8,179.02,58.0
Men in Black 3,Adventure,6.8,179.02,58.0
Men in Black 3,Comedy,6.8,179.02,58.0
Super 8,Mystery,7.1,126.98,72.0
Super 8,Sci-Fi,7.1,126.98,72.0
Super 8,Thriller,7.1,126.98,72.0
Law Abiding Citizen,Crime,7.4,73.34,34.0
Law Abiding Citizen,Drama,7.4,73.34,34.0
Law Abiding Citizen,Thriller,7.4,73.34,34.0
Up,Animation,8.3,292.98,88.0
Up,Adventure,8.3,292.98,88.0
Up,Comedy,8.3,292.98,88.0
Maze Runner: The Scorch Trials,Action,6.3,81.69,43.0
Maze Runner: The Scorch Trials,Sci-Fi,6.3,81.69,43.0
Maze Runner: The Scorch Trials,Thriller,6.3,81.69,43.0
Carol,Drama,7.2,0.25,95.0
Carol,Romance,7.2,0.25,95.0
Imperium,Crime,6.5,47.985,68.0
Imperium,Drama,6.5,47.985,68.0
Imperium,Thriller,6.5,47.985,68.0
Youth,Comedy,7.3,2.7,64.0
Youth,Drama,7.3,2.7,64.0
Youth,Music,7.3,2.7,64.0
Mr. Nobody,Drama,7.9,47.985,63.0
Mr. Nobody,Fantasy,7.9,47.985,63.0
Mr. Nobody,Romance,7.9,47.985,63.0
City of Tiny Lights,Crime,5.7,47.985,54.0
City of Tiny Lights,Drama,5.7,47.985,54.0
City of Tiny Lights,Thriller,5.7,47.985,54.0
Savages,Crime,6.5,47.31,59.0
Savages,Drama,6.5,47.31,59.0
Savages,Thriller,6.5,47.31,59.0
(500) Days of Summer,Comedy,7.7,32.39,76.0
(500) Days of Summer,Drama,7.7,32.39,76.0
(500) Days of Summer,Romance,7.7,32.39,76.0
Movie 43,Comedy,4.3,8.83,18.0
Movie 43,Romance,4.3,8.83,18.0
Gravity,Drama,7.8,274.08,96.0
Gravity,Sci-Fi,7.8,274.08,96.0
Gravity,Thriller,7.8,274.08,96.0
The Boy in the Striped Pyjamas,Drama,7.8,9.03,55.0
The Boy in the Striped Pyjamas,War,7.8,9.03,55.0
Shooter,Action,7.2,46.98,53.0
Shooter,Crime,7.2,46.98,53.0
Shooter,Drama,7.2,46.98,53.0
The Happening,Sci-Fi,5.0,64.51,34.0
The Happening,Thriller,5.0,64.51,34.0
Bone Tomahawk,Adventure,7.1,66.01,72.0
Bone Tomahawk,Drama,7.1,66.01,72.0
Bone Tomahawk,Horror,7.1,66.01,72.0
Magic Mike XXL,Comedy,5.7,47.985,60.0
Magic Mike XXL,Drama,5.7,47.985,60.0
Magic Mike XXL,Music,5.7,47.985,60.0
Easy A,Comedy,7.1,58.4,72.0
Easy A,Drama,7.1,58.4,72.0
Easy A,Romance,7.1,58.4,72.0
Exodus: Gods and Kings,Action,6.0,65.01,52.0
Exodus: Gods and Kings,Adventure,6.0,65.01,52.0
Exodus: Gods and Kings,Drama,6.0,65.01,52.0
Chappie,Action,6.9,31.57,41.0
Chappie,Crime,6.9,31.57,41.0
Chappie,Drama,6.9,31.57,41.0
The Hobbit: The Desolation of Smaug,Adventure,7.9,258.36,66.0
The Hobbit: The Desolation of Smaug,Fantasy,7.9,258.36,66.0
Half of a Yellow Sun,Drama,6.2,0.05,51.0
Half of a Yellow Sun,Romance,6.2,0.05,51.0
Anthropoid,Biography,7.2,2.96,59.0
Anthropoid,History,7.2,2.96,59.0
Anthropoid,Thriller,7.2,2.96,59.0
The Counselor,Crime,5.3,16.97,48.0
The Counselor,Drama,5.3,16.97,48.0
The Counselor,Thriller,5.3,16.97,48.0
Viking,Action,4.7,23.05,57.0
Viking,Drama,4.7,23.05,57.0
Viking,History,4.7,23.05,57.0
Whiskey Tango Foxtrot,Biography,6.6,47.985,59.5
Whiskey Tango Foxtrot,Comedy,6.6,47.985,59.5
Whiskey Tango Foxtrot,Drama,6.6,47.985,59.5
Trust,Crime,7.0,0.06,60.0
Trust,Drama,7.0,0.06,60.0
Trust,Thriller,7.0,0.06,60.0
Birth of the Dragon,Action,3.9,93.05,61.0
Birth of the Dragon,Biography,3.9,93.05,61.0
Birth of the Dragon,Drama,3.9,93.05,61.0
Elysium,Action,6.6,47.985,59.5
Elysium,Drama,6.6,47.985,59.5
Elysium,Sci-Fi,6.6,47.985,59.5
The Green Inferno,Adventure,5.4,7.19,38.0
The Green Inferno,Horror,5.4,7.19,38.0
Godzilla,Action,6.4,200.66,62.0
Godzilla,Adventure,6.4,200.66,62.0
Godzilla,Sci-Fi,6.4,200.66,62.0
The Bourne Legacy,Action,6.7,113.17,61.0
The Bourne Legacy,Adventure,6.7,113.17,61.0
The Bourne Legacy,Mystery,6.7,113.17,61.0
A Good Year,Comedy,6.9,7.46,47.0
A Good Year,Drama,6.9,7.46,47.0
A Good Year,Romance,6.9,7.46,47.0
Friend Request,Horror,5.4,64.03,59.0
Friend Request,Thriller,5.4,64.03,59.0
Deja Vu,Action,7.0,47.985,59.5
Deja Vu,Sci-Fi,7.0,47.985,59.5
Deja Vu,Thriller,7.0,47.985,59.5
Lucy,Action,6.4,126.55,61.0
Lucy,Sci-Fi,6.4,126.55,61.0
Lucy,Thriller,6.4,126.55,61.0
A Quiet Passion,Biography,7.2,1.08,77.0
A Quiet Passion,Drama,7.2,1.08,77.0
Need for Speed,Action,6.5,43.57,39.0
Need for Speed,Crime,6.5,43.57,39.0
Need for Speed,Drama,6.5,43.57,39.0
Jack Reacher,Action,7.0,58.68,50.0
Jack Reacher,Crime,7.0,58.68,50.0
Jack Reacher,Mystery,7.0,58.68,50.0
The Do-Over,Action,5.7,0.54,22.0
The Do-Over,Adventure,5.7,0.54,22.0
The Do-Over,Comedy,5.7,0.54,22.0
True Crimes,Crime,7.3,47.985,43.0
True Crimes,Drama,7.3,47.985,43.0
True Crimes,Thriller,7.3,47.985,43.0
American Pastoral,Crime,6.1,47.985,59.5
American Pastoral,Drama,6.1,47.985,59.5
The Ghost Writer,Mystery,7.2,15.52,77.0
The Ghost Writer,Thriller,7.2,15.52,77.0
Limitless,Mystery,7.4,79.24,59.0
Limitless,Sci-Fi,7.4,79.24,59.0
Limitless,Thriller,7.4,79.24,59.0
Spectral,Action,6.3,47.985,39.0
Spectral,Mystery,6.3,47.985,39.0
Spectral,Sci-Fi,6.3,47.985,39.0
P.S. I Love You,Drama,7.1,53.68,59.5
P.S. I Love You,Romance,7.1,53.68,59.5
Zipper,Drama,5.7,47.985,39.0
Zipper,Thriller,5.7,47.985,39.0
Midnight Special,Drama,6.7,3.71,76.0
Midnight Special,Mystery,6.7,3.71,76.0
Midnight Special,Sci-Fi,6.7,3.71,76.0
Don't Think Twice,Comedy,6.8,4.42,83.0
Don't Think Twice,Drama,6.8,4.42,83.0
Alice in Wonderland,Adventure,6.5,334.19,53.0
Alice in Wonderland,Family,6.5,334.19,53.0
Alice in Wonderland,Fantasy,6.5,334.19,53.0
Chuck,Biography,6.8,0.11,68.0
Chuck,Drama,6.8,0.11,68.0
Chuck,Sport,6.8,0.11,68.0
"I, Daniel Blake",Drama,7.9,47.985,77.0
The Break-Up,Comedy,5.8,118.68,45.0
The Break-Up,Drama,5.8,118.68,45.0
The Break-Up,Romance,5.8,118.68,45.0
Loving,Biography,7.1,7.7,79.0
Loving,Drama,7.1,7.7,79.0
Loving,Romance,7.1,7.7,79.0
Fantastic Four,Action,4.3,56.11,27.0
Fantastic Four,Adventure,4.3,56.11,27.0
Fantastic Four,Sci-Fi,4.3,56.11,27.0
The Survivalist,Drama,6.3,47.985,80.0
The Survivalist,Sci-Fi,6.3,47.985,80.0
The Survivalist,Thriller,6.3,47.985,80.0
Colonia,Drama,7.1,47.985,33.0
Colonia,Romance,7.1,47.985,33.0
Colonia,Thriller,7.1,47.985,33.0
The Boy Next Door,Mystery,4.6,35.39,30.0
The Boy Next Door,Thriller,4.6,35.39,30.0
The Gift,Mystery,7.1,43.77,77.0
The Gift,Thriller,7.1,43.77,77.0
Dracula Untold,Action,6.3,55.94,40.0
Dracula Untold,Drama,6.3,55.94,40.0
Dracula Untold,Fantasy,6.3,55.94,40.0
In the Heart of the Sea,Action,6.9,24.99,47.0
In the Heart of the Sea,Adventure,6.9,24.99,47.0
In the Heart of the Sea,Biography,6.9,24.99,47.0
Idiocracy,Adventure,6.6,0.44,66.0
Idiocracy,Comedy,6.6,0.44,66.0
Idiocracy,Sci-Fi,6.6,0.44,66.0
The Expendables,Action,6.5,102.98,45.0
The Expendables,Adventure,6.5,102.98,45.0
The Expendables,Thriller,6.5,102.98,45.0
Evil Dead,Fantasy,6.5,54.24,57.0
Evil Dead,Horror,6.5,54.24,57.0
Sinister,Horror,6.8,48.06,53.0
Sinister,Mystery,6.8,48.06,53.0
Wreck-It Ralph,Animation,7.8,189.41,72.0
Wreck-It Ralph,Adventure,7.8,189.41,72.0
Wreck-It Ralph,Comedy,7.8,189.41,72.0
Snow White and the Huntsman,Action,6.1,155.11,57.0
Snow White and the Huntsman,Adventure,6.1,155.11,57.0
Snow White and the Huntsman,Drama,6.1,155.11,57.0
Pan,Adventure,5.8,34.96,36.0
Pan,Family,5.8,34.96,36.0
Pan,Fantasy,5.8,34.96,36.0
Transformers: Dark of the Moon,Action,6.3,352.36,42.0
Transformers: Dark of the Moon,Adventure,6.3,352.36,42.0
Transformers: Dark of the Moon,Sci-Fi,6.3,352.36,42.0
Juno,Comedy,7.5,143.49,81.0
Juno,Drama,7.5,143.49,81.0
A Hologram for the King,Comedy,6.1,4.2,58.0
A Hologram for the King,Drama,6.1,4.2,58.0
Money Monster,Crime,6.5,41.01,55.0
Money Monster,Drama,6.5,41.01,55.0
Money Monster,Thriller,6.5,41.01,55.0
The Other Woman,Comedy,6.0,83.91,39.0
The Other Woman,Romance,6.0,83.91,39.0
Enchanted,Animation,7.1,127.71,75.0
Enchanted,Comedy,7.1,127.71,75.0
Enchanted,Family,7.1,127.71,75.0
The Intern,Comedy,7.1,75.27,51.0
The Intern,Drama,7.1,75.27,51.0
Little Miss Sunshine,Comedy,7.8,59.89,80.0
Little Miss Sunshine,Drama,7.8,59.89,80.0
Bleed for This,Biography,6.8,4.85,62.0
Bleed for This,Drama,6.8,4.85,62.0
Bleed for This,Sport,6.8,4.85,62.0
Clash of the Titans,Action,5.8,163.19,39.0
Clash of the Titans,Adventure,5.8,163.19,39.0
Clash of the Titans,Fantasy,5.8,163.19,39.0
The Finest Hours,Action,6.8,27.55,58.0
The Finest Hours,Drama,6.8,27.55,58.0
The Finest Hours,History,6.8,27.55,58.0
Tron,Action,6.8,172.05,49.0
Tron,Adventure,6.8,172.05,49.0
Tron,Sci-Fi,6.8,172.05,49.0
The Hunger Games: Catching Fire,Action,7.6,424.65,76.0
The Hunger Games: Catching Fire,Adventure,7.6,424.65,76.0
The Hunger Games: Catching Fire,Mystery,7.6,424.65,76.0
All Good Things,Crime,6.3,0.58,57.0
All Good Things,Drama,6.3,0.58,57.0
All Good Things,Mystery,6.3,0.58,57.0
Kickboxer: Vengeance,Action,4.9,131.56,37.0
The Last Airbender,Action,4.2,47.985,20.0
The Last Airbender,Adventure,4.2,47.985,20.0
The Last Airbender,Family,4.2,47.985,20.0
Sex Tape,Comedy,5.1,38.54,36.0
Sex Tape,Romance,5.1,38.54,36.0
What to Expect When You're Expecting,Comedy,5.7,41.1,41.0
What to Expect When You're Expecting,Drama,5.7,41.1,41.0
What to Expect When You're Expecting,Romance,5.7,41.1,41.0
Moneyball,Biography,7.6,75.61,87.0
Moneyball,Drama,7.6,75.61,87.0
Moneyball,Sport,7.6,75.61,87.0
Ghost Rider,Action,5.2,115.8,35.0
Ghost Rider,Fantasy,5.2,115.8,35.0
Ghost Rider,Thriller,5.2,115.8,35.0
Unbroken,Biography,7.2,115.6,59.0
Unbroken,Drama,7.2,115.6,59.0
Unbroken,Sport,7.2,115.6,59.0
Immortals,Action,6.0,83.5,46.0
Immortals,Drama,6.0,83.5,46.0
Immortals,Fantasy,6.0,83.5,46.0
Sunshine,Adventure,7.3,3.68,64.0
Sunshine,Sci-Fi,7.3,3.68,64.0
Sunshine,Thriller,7.3,3.68,64.0
Brave,Animation,7.2,237.28,69.0
Brave,Adventure,7.2,237.28,69.0
Brave,Comedy,7.2,237.28,69.0
Män som hatar kvinnor,Drama,7.8,10.1,76.0
Män som hatar kvinnor,Mystery,7.8,10.1,76.0
Män som hatar kvinnor,Thriller,7.8,10.1,76.0
Adoration,Drama,6.2,0.32,37.0
Adoration,Romance,6.2,0.32,37.0
The Drop,Crime,7.1,10.72,69.0
The Drop,Drama,7.1,10.72,69.0
The Drop,Mystery,7.1,10.72,69.0
She's the Man,Comedy,6.4,2.34,45.0
She's the Man,Romance,6.4,2.34,45.0
She's the Man,Sport,6.4,2.34,45.0
Daddy's Home,Comedy,6.1,150.32,42.0
Daddy's Home,Family,6.1,150.32,42.0
Let Me In,Drama,7.2,12.13,79.0
Let Me In,Horror,7.2,12.13,79.0
Let Me In,Mystery,7.2,12.13,79.0
Never Back Down,Action,6.6,24.85,39.0
Never Back Down,Drama,6.6,24.85,39.0
Never Back Down,Sport,6.6,24.85,39.0
Grimsby,Action,6.2,6.86,44.0
Grimsby,Adventure,6.2,6.86,44.0
Grimsby,Comedy,6.2,6.86,44.0
Moon,Drama,7.9,5.01,67.0
Moon,Mystery,7.9,5.01,67.0
Moon,Sci-Fi,7.9,5.01,67.0
Megamind,Animation,7.3,148.34,63.0
Megamind,Action,7.3,148.34,63.0
Megamind,Comedy,7.3,148.34,63.0
Gangster Squad,Action,6.7,46.0,40.0
Gangster Squad,Crime,6.7,46.0,40.0
Gangster Squad,Drama,6.7,46.0,40.0
Blood Father,Action,6.4,93.95,66.0
Blood Father,Crime,6.4,93.95,66.0
Blood Father,Drama,6.4,93.95,66.0
He's Just Not That Into You,Comedy,6.4,47.985,47.0
He's Just Not That Into You,Drama,6.4,47.985,47.0
He's Just Not That Into You,Romance,6.4,47.985,47.0
Kung Fu Panda 3,Animation,7.2,143.52,66.0
Kung Fu Panda 3,Action,7.2,143.52,66.0
Kung Fu Panda 3,Adventure,7.2,143.52,66.0
The Rise of the Krays,Crime,5.1,6.53,90.0
The Rise of the Krays,Drama,5.1,6.53,90.0
Handsome Devil,Drama,7.4,47.985,59.5
Winter's Bone,Drama,7.2,47.985,59.5
Horrible Bosses,Comedy,6.9,117.53,57.0
Horrible Bosses,Crime,6.9,117.53,57.0
Mommy,Drama,8.1,3.49,74.0
Hellboy II: The Golden Army,Action,7.0,75.75,78.0
Hellboy II: The Golden Army,Adventure,7.0,75.75,78.0
Hellboy II: The Golden Army,Fantasy,7.0,75.75,78.0
Beautiful Creatures,Drama,6.2,19.45,52.0
Beautiful Creatures,Fantasy,6.2,19.45,52.0
Beautiful Creatures,Romance,6.2,19.45,52.0
Toni Erdmann,Comedy,7.6,1.48,93.0
Toni Erdmann,Drama,7.6,1.48,93.0
The Lovely Bones,Drama,6.7,43.98,42.0
The Lovely Bones,Fantasy,6.7,43.98,42.0
The Lovely Bones,Thriller,6.7,43.98,42.0
The Assassination of Jesse James by the Coward Robert Ford,Biography,7.5,3.9,68.0
The Assassination of Jesse James by the Coward Robert Ford,Crime,7.5,3.9,68.0
The Assassination of Jesse James by the Coward Robert Ford,Drama,7.5,3.9,68.0
Don Jon,Comedy,6.6,24.48,66.0
Don Jon,Drama,6.6,24.48,66.0
Don Jon,Romance,6.6,24.48,66.0
Bastille Day,Action,6.3,0.04,48.0
Bastille Day,Crime,6.3,0.04,48.0
Bastille Day,Drama,6.3,0.04,48.0
2307: Winter's Dream,Sci-Fi,4.0,20.76,53.0
Free State of Jones,Action,6.9,47.985,59.5
Free State of Jones,Biography,6.9,47.985,59.5
Free State of Jones,Drama,6.9,47.985,59.5
Mr. Right,Action,6.3,0.03,52.0
Mr. Right,Comedy,6.3,0.03,52.0
Mr. Right,Romance,6.3,0.03,52.0
The Secret Life of Walter Mitty,Adventure,7.3,58.23,54.0
The Secret Life of Walter Mitty,Comedy,7.3,58.23,54.0
The Secret Life of Walter Mitty,Drama,7.3,58.23,54.0
Dope,Comedy,7.3,17.47,72.0
Dope,Crime,7.3,17.47,72.0
Dope,Drama,7.3,17.47,72.0
Underworld Awakening,Action,6.4,62.32,39.0
Underworld Awakening,Fantasy,6.4,62.32,39.0
Underworld Awakening,Horror,6.4,62.32,39.0
Antichrist,Drama,6.6,0.4,49.0
Antichrist,Horror,6.6,0.4,49.0
Friday the 13th,Horror,5.6,65.0,34.0
Taken 3,Action,6.0,89.25,26.0
Taken 3,Thriller,6.0,89.25,26.0
Total Recall,Action,6.3,58.88,43.0
Total Recall,Adventure,6.3,58.88,43.0
Total Recall,Mystery,6.3,58.88,43.0
X-Men: The Last Stand,Action,6.7,234.36,58.0
X-Men: The Last Stand,Adventure,6.7,234.36,58.0
X-Men: The Last Stand,Fantasy,6.7,234.36,58.0
The Escort,Comedy,6.0,47.985,46.0
The Escort,Drama,6.0,47.985,46.0
The Escort,Romance,6.0,47.985,46.0
The Whole Truth,Crime,6.1,47.985,59.5
The Whole Truth,Drama,6.1,47.985,59.5
The Whole Truth,Mystery,6.1,47.985,59.5
Night at the Museum: Secret of the Tomb,Adventure,6.2,113.73,47.0
Night at the Museum: Secret of the Tomb,Comedy,6.2,113.73,47.0
Night at the Museum: Secret of the Tomb,Family,6.2,113.73,47.0
Love & Other Drugs,Comedy,6.7,32.36,55.0
Love & Other Drugs,Drama,6.7,32.36,55.0
Love & Other Drugs,Romance,6.7,32.36,55.0
The Interview,Comedy,6.6,6.11,52.0
The Host,Comedy,7.0,2.2,85.0
The Host,Drama,7.0,2.2,85.0
The Host,Horror,7.0,2.2,85.0
Megan Is Missing,Drama,4.9,47.985,94.0
Megan Is Missing,Horror,4.9,47.985,94.0
Megan Is Missing,Thriller,4.9,47.985,94.0
WALL·E,Animation,8.4,223.81,59.5
WALL·E,Adventure,8.4,223.81,59.5
WALL·E,Family,8.4,223.81,59.5
Knocked Up,Comedy,7.0,148.73,85.0
Knocked Up,Romance,7.0,148.73,85.0
Source Code,Mystery,7.5,54.7,74.0
Source Code,Romance,7.5,54.7,74.0
Source Code,Sci-Fi,7.5,54.7,74.0
Lawless,Crime,7.3,37.4,58.0
Lawless,Drama,7.3,37.4,58.0
Unfriended,Drama,5.6,31.54,59.0
Unfriended,Horror,5.6,31.54,59.0
Unfriended,Mystery,5.6,31.54,59.0
American Reunion,Comedy,6.7,56.72,49.0
The Pursuit of Happyness,Biography,8.0,162.59,64.0
The Pursuit of Happyness,Drama,8.0,162.59,64.0
Relatos salvajes,Comedy,8.1,3.08,77.0
Relatos salvajes,Drama,8.1,3.08,77.0
Relatos salvajes,Thriller,8.1,3.08,77.0
The Ridiculous 6,Comedy,4.8,47.985,18.0
The Ridiculous 6,Western,4.8,47.985,18.0
Frantz,Drama,7.5,0.86,73.0
Frantz,History,7.5,0.86,73.0
Frantz,War,7.5,0.86,73.0
Viral,Drama,5.5,47.985,72.0
Viral,Horror,5.5,47.985,72.0
Viral,Sci-Fi,5.5,47.985,72.0
Gran Torino,Drama,8.2,148.09,59.5
Burnt,Comedy,6.6,13.65,42.0
Burnt,Drama,6.6,13.65,42.0
Tall Men,Fantasy,3.2,47.985,57.0
Tall Men,Horror,3.2,47.985,57.0
Tall Men,Thriller,3.2,47.985,57.0
Sleeping Beauty,Drama,5.3,0.03,59.5
Sleeping Beauty,Romance,5.3,0.03,59.5
Vampire Academy,Action,5.6,7.79,30.0
Vampire Academy,Comedy,5.6,7.79,30.0
Vampire Academy,Fantasy,5.6,7.79,30.0
Sweeney Todd: The Demon Barber of Fleet Street,Drama,7.4,52.88,83.0
Sweeney Todd: The Demon Barber of Fleet Street,Horror,7.4,52.88,83.0
Sweeney Todd: The Demon Barber of Fleet Street,Musical,7.4,52.88,83.0
Solace,Crime,6.4,47.985,36.0
Solace,Drama,6.4,47.985,36.0
Solace,Mystery,6.4,47.985,36.0
Insidious,Horror,6.8,53.99,52.0
Insidious,Mystery,6.8,53.99,52.0
Insidious,Thriller,6.8,53.99,52.0
Popstar: Never Stop Never Stopping,Comedy,6.7,9.39,68.0
Popstar: Never Stop Never Stopping,Music,6.7,9.39,68.0
